gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromatin_change,change_score,combined_score
TEAD4,119.215316302093,1.07700005179362,0.631592289996203,1.70521405794882,0.0881545090931518,0.438276787576613,ReprPCWk-Tx,2,1.53850002589681
GIMAP4,1014.4061327678,-0.59815831646507,0.352721435171169,-1.69583772580987,0.0899166157886622,0.442139288008774,Tx-ReprPCWk,-2,-1.299079158232535
SLC7A1,205.298929357911,1.17111572156405,0.692264857542508,1.69171626842569,0.0907000850479596,0.444153302023168,ReprPCWk-Tx,2,1.5855578607820249
ZNF334,71.3768687972562,-1.29650954341031,0.77093136724458,-1.6817444437943,0.09261840585571,0.448329028345173,Tx-ReprPCWk,-2,-1.648254771705155
PRRT3,44.7851297881314,0.884536181634905,0.526241690537321,1.68085538933973,0.0927910068415204,0.448841768422636,ReprPCWk-Tx,2,1.4422680908174526
SPI1,512.434563414522,-0.711461671931374,0.42499557625943,-1.67404488816861,0.0941217777166214,0.451279763742343,Tx-ReprPCWk,-2,-1.355730835965687
ZFP62,352.050297893949,0.553224269879328,0.33071204372195,1.6728277073104,0.0943612186900589,0.451891110136528,Het-Tx,4,2.276612134939664
TRIM24,2656.22660685035,0.913877046800557,0.548689634398372,1.66556280546945,0.0958005245550347,0.454900445189025,Het-Tx,4,2.4569385234002787
GPAT4,1864.78828526311,0.53517565635272,0.32216443064332,1.66118790731815,0.096675713488543,0.456404123595242,Het-Tx,4,2.26758782817636
KIF3B,2640.32546591769,0.416881573058629,0.253045418380099,1.64745750279672,0.0994640443676247,0.461193429822568,ReprPCWk-Tx,2,1.2084407865293145
STX1A,26.6848730532624,0.780250087136899,0.474866550685367,1.64309338278465,0.100363613770546,0.462749584496843,ReprPCWk-Tx,2,1.3901250435684496
ETV7,390.091344058155,-1.34802885011971,0.825471965820945,-1.63304013453574,0.102460555940451,0.46666462048205,Tx-ReprPC,-3,-2.174014425059855
GJB5,6.36935667202528,-1.90538116729621,1.16923904698,-1.62959077719614,0.103188014930882,0.467909282241478,Tx-ReprPC,-3,-2.452690583648105
TUB,114.398723936007,1.50187456636651,0.923603700928386,1.62610280237818,0.103927787990948,0.469280137575255,ReprPCWk-Tx,2,1.750937283183255
GALC,481.479989728814,-1.09615684235934,0.677416497177904,-1.61814311716041,0.105631758223257,0.471942947937306,Tx-ReprPCWk,-2,-1.54807842117967
HOMER3,93.0107977302379,0.632174080871633,0.394200223866341,1.60368777742242,0.10878289139009,0.478371654297939,ReprPCWk-Tx,2,1.3160870404358165
PAPSS1,626.934694630905,0.656707103606415,0.411685269347929,1.59516784422862,0.1106747073607,0.482394394832713,Het-Tx,4,2.3283535518032075
ATAD3B,308.551504176575,0.642026157529985,0.402733457874309,1.59417139295727,0.110897651970401,0.482650991534334,Het-Tx,4,2.3210130787649925
SCLY,67.2133898881642,0.906638955966998,0.569010042783501,1.59336195813324,0.111079014660203,0.48284942636573,Het-Tx,4,2.453319477983499
PGLYRP2,12964.5362043739,-0.944135443935891,0.592831816905919,-1.59258564910278,0.111253175039102,0.482957585342143,Tx-ReprPCWk,-2,-1.4720677219679454
CTSO,4451.09072599114,-0.559008412632998,0.351331242822607,-1.59111500628838,0.111583695949275,0.483012017747834,Tx-Het,-4,-2.279504206316499
AOC1,162.759064499239,-2.01357576731435,1.27638342197513,-1.57756339721058,0.114665946846601,0.487780675927597,Tx-ReprPCWk,-2,-2.006787883657175
ASRGL1,126.001693980917,1.52233806638788,0.966395571497156,1.57527425754803,0.11519315325819,0.488108629888617,ReprPCWk-Tx,2,1.76116903319394
SLC41A2,3861.53505213481,-1.18146754114166,0.750545539811159,-1.57414504313613,0.115453921211414,0.488548854860916,Tx-Het,-4,-2.59073377057083
RAP1A,2460.64070689763,-0.449021965219111,0.286305710614293,-1.56833045437933,0.116804032124989,0.489956292156255,Tx-Het,-4,-2.2245109826095555
CLEC10A,233.246620462413,-0.633018564832498,0.407369283722439,-1.55391825090034,0.120203917691446,0.495411860771175,Tx-ReprPCWk,-2,-1.316509282416249
TNFRSF25,141.746097041636,0.862324292855818,0.555164229919108,1.55327783452739,0.12035677330597,0.495637242437613,ReprPC-Tx,3,1.931162146427909
CD2,250.085920213393,-1.0054301905951,0.650964140757634,-1.54452469444002,0.122461273609277,0.498558311207381,Tx-ReprPCWk,-2,-1.50271509529755
CLEC16A,973.777172701977,0.519802598800459,0.337987975578155,1.53793222350972,0.124065187439711,0.501721171659899,Het-Tx,4,2.2599012994002297
HSD17B11,6579.33333751434,0.498989652430697,0.324477479962098,1.53782522130344,0.124091355055803,0.501721171659899,Het-Tx,4,2.2494948262153485
CYP3A7,1298.20395097431,-1.39052821741607,0.911693001063262,-1.52521541329632,0.127205377388865,0.506595178462353,Tx-Het,-4,-2.695264108708035
GPR132,49.6445060412209,-0.852094726200533,0.559359713039163,-1.52333946535201,0.127673798343029,0.507054544255157,Tx-ReprPC,-3,-1.9260473631002664
TMC7,33.1785885129984,1.03335755586689,0.679474202480801,1.52081941020577,0.12830516208649,0.508187934551439,Het-Tx,4,2.516678777933445
FAM174C,3026.99623052095,0.947395461782697,0.624598245602147,1.51680775354941,0.129315228881814,0.50975776996764,ReprPCWk-Tx,2,1.4736977308913484
NUDCD3,2702.37443832505,0.435904033931923,0.288192441744187,1.51254499005512,0.130395276389925,0.511326719746513,Het-Tx,4,2.2179520169659614
TBCD,2523.21468018665,0.526159481961823,0.34882600920561,1.50837227751468,0.131459274110401,0.513207044395814,Het-Tx,4,2.2630797409809116
SLC17A4,2222.39964437048,-0.397922742119277,0.264069606381645,-1.5068858077676,0.131839929847657,0.513532721622025,Tx-ReprPCWk,-2,-1.1989613710596385
CYP4V2,8420.82377067939,-0.818422978625928,0.544209950841911,-1.50387360128164,0.13261391542512,0.515125605310693,Tx-Het,-4,-2.409211489312964
GRK3,752.830618393383,0.969756069097574,0.646312260587469,1.50044510716245,0.133499142604081,0.515885033465255,ReprPCWk-Tx,2,1.484878034548787
SENP1,312.687577242874,0.506427959206659,0.337811580066527,1.49914327716926,0.133836466527846,0.516595459007999,Het-Tx,4,2.2532139796033297
PRR7,56.2039010504788,1.07742234655857,0.720243633757338,1.49591373815818,0.134676135771492,0.518269709426958,ReprPCWk-Tx,2,1.5387111732792849
CEP120,628.458601916727,-0.535799502653298,0.358373735231179,-1.49508585585287,0.134892036748368,0.51848966161654,Tx-Het,-4,-2.267899751326649
ASXL3,30.3198349801549,-1.83489040831098,1.2305338382298,-1.49113364566276,0.135926410370803,0.519872039180715,Tx-ReprPCWk,-2,-1.9174452041554901
MID1,465.711316130836,0.722414846764311,0.48515343797946,1.48904406361209,0.136475765897335,0.520810297108215,ReprPCWk-Tx,2,1.3612074233821554
SLC22A1,39383.6417413742,-1.41053557707197,0.951987264708434,-1.48167483890026,0.138426835102535,0.523511001629038,Tx-Het,-4,-2.705267788535985
ZDHHC9,4650.32893268054,0.63101724002416,0.426775961634485,1.47856790623226,0.139255835575465,0.525069380031089,ReprPCWk-Tx,2,1.31550862001208
PKMYT1,56.8441838551636,0.997079266729078,0.675495697407662,1.47607049246287,0.13992496930139,0.526020989397166,ReprPCWk-Tx,2,1.498539633364539
SYNE1,1977.02283898788,-0.691450989768632,0.471838099219881,-1.46544119881767,0.142800584073074,0.530608610001053,Tx-ReprPCWk,-2,-1.345725494884316
ACD,333.607612848869,0.327247399277526,0.223581613685053,1.46365970745028,0.143286949828096,0.531633281605439,ReprPCWk-Tx,2,1.163623699638763
CGREF1,258.083883178351,0.969233140692188,0.662539844809691,1.46290543623168,0.143493256289823,0.532012470187103,ReprPC-Tx,3,1.984616570346094
DERA,2172.52633682728,-0.59671161469691,0.408465300591701,-1.46086243759878,0.144053196745125,0.532420097996892,Tx-Het,-4,-2.298355807348455
PPFIA4,3.94834890231232,1.26823076784389,0.868321929101831,1.46055365566514,0.144137972531541,0.532420097996892,ReprPCWk-Tx,2,1.6341153839219449
ZNF793,19.3966036420612,-0.910824080963081,0.627196763975736,-1.45221425440632,0.146442040415437,0.53498498664793,Tx-Het,-4,-2.4554120404815407
RNF180,209.164633134707,-1.020674081242,0.702924871251572,-1.45203865019695,0.146490858737003,0.534988332319521,Tx-Het,-4,-2.510337040621
CEP85,294.473332997641,0.489950985571497,0.338075712985525,1.449234496157,0.147272106984538,0.535919873954523,Het-Tx,4,2.2449754927857484
DROSHA,1051.6800746248,0.355647182766695,0.245876070587861,1.44644894444744,0.148051322303019,0.536790952868473,Het-Tx,4,2.1778235913833477
PLEKHH1,110.589094541789,0.994341141019187,0.688397213451868,1.44442935210793,0.148618239142106,0.537490211224003,ReprPCWk-Tx,2,1.4971705705095935
COL26A1,330.55241829336,-1.29001018538345,0.893858694421859,-1.44319252409109,0.148966244903115,0.538170539502399,Tx-ReprPCWk,-2,-1.645005092691725
CARMIL1,293.161690021948,-0.609728334215305,0.424668716465542,-1.43577407653191,0.151066638661781,0.541208225611968,Tx-Het,-4,-2.3048641671076524
CCDC40,66.6163229938953,0.673371976117401,0.469149950974426,1.43530224125316,0.151200989381671,0.541401414993411,ReprPC-Tx,3,1.8366859880587005
ERCC6L,15.377525500181,1.13726246025293,0.793433611028031,1.43334293436272,0.151759857899498,0.542440766421304,ReprPCWk-Tx,2,1.5686312301264649
ZNF85,18.2761644874642,-0.677893720516743,0.473231063055577,-1.43247933924644,0.15200668684309,0.543018827649452,Tx-Het,-4,-2.3389468602583716
GMNC,212.704883263107,-0.682671286897107,0.478080071242283,-1.42794340940252,0.153308147682016,0.544218323508228,Tx-ReprPCWk,-2,-1.3413356434485535
KSR1,126.941207947752,0.686523463719614,0.484691591515953,1.41641298453806,0.156654624453147,0.548992675109166,Het-Tx,4,2.343261731859807
OAF,14719.975538418,-0.425952353889558,0.301328510591103,-1.41358132044653,0.1574848690459,0.550433875109373,Tx-ReprPC,-3,-1.712976176944779
ATAD1,1618.53023991588,-0.244640876872042,0.174190933035134,-1.40444093506691,0.160187588433916,0.552791324744102,Tx-Het,-4,-2.122320438436021
CCDC127,569.89886170287,0.538059859355321,0.384634513779561,1.39888605956898,0.161847153596794,0.554808627082631,ReprPCWk-Tx,2,1.2690299296776604
HTATSF1,2191.0487687424,0.380297416112304,0.271938723171871,1.39846731527068,0.161972781059646,0.55488385301095,ReprPC-Tx,3,1.690148708056152
SPATA24,78.0956755683084,0.555811619101883,0.397524436796127,1.39818226919955,0.162058339816843,0.5549350728604,ReprPCWk-Tx,2,1.2779058095509415
ZNF708,70.9018420602493,-0.770924281653255,0.551410026663185,-1.39809623397391,0.162084170647806,0.5549350728604,Tx-Het,-4,-2.3854621408266277
CTSH,7968.86545579718,0.57115882689455,0.409999742446087,1.39307118459874,0.163598265766909,0.55687760768836,ReprPCWk-Tx,2,1.2855794134472749
PLEKHG5,121.990523849377,0.558890794301775,0.401342273764299,1.39255401395867,0.163754697243946,0.55687760768836,ReprPC-Tx,3,1.7794453971508875
ALDOB,319421.914842711,-1.32239187618402,0.951255718866104,-1.39015393017591,0.16448213967213,0.557148072908195,Tx-Het,-4,-2.66119593809201
ZNF436,246.633610252581,0.419074108088893,0.301873170522565,1.38824562435756,0.165062263686862,0.557896638519862,Het-Tx,4,2.2095370540444463
C1R,85620.416418815,-0.86377327863217,0.622193135260587,-1.38827195235834,0.165054249523017,0.557896638519862,Tx-ReprPCWk,-2,-1.431886639316085
GNA14,208.443396841106,-0.877070926436036,0.631880764891032,-1.38803232376806,0.165127202541718,0.558022733488956,Tx-ReprPCWk,-2,-1.438535463218018
TRIM44,2814.26357656282,-0.435780237412691,0.314131769305224,-1.38725299378831,0.165364631189218,0.558271976224265,Tx-Het,-4,-2.2178901187063453
IL10RA,805.116222124208,-0.683346688573116,0.493342283952565,-1.38513707582142,0.166010556905065,0.559509879288683,Tx-ReprPCWk,-2,-1.341673344286558
MINDY3,498.466380083393,-0.498880943803155,0.360538657988339,-1.38370999267238,0.16644727257753,0.560191953217147,Tx-Het,-4,-2.2494404719015777
CNN3,5412.97567625992,0.235670978671287,0.170898855380979,1.37900852610109,0.167892125132821,0.562378747231269,ReprPCWk-Tx,2,1.1178354893356435
KCNK6,301.680486493316,-0.776646727147751,0.563321991991595,-1.37869058582634,0.167990173328659,0.562520568789963,Tx-ReprPCWk,-2,-1.3883233635738754
GET3,1796.70054844958,0.525321183625513,0.38147843514601,1.37706652651138,0.168491680612985,0.562986348441303,Het-Tx,4,2.2626605918127565
OASL,5156.6332883776,-1.47493471247428,1.07214592110166,-1.37568467448791,0.168919278717416,0.56385534441293,Tx-ReprPCWk,-2,-1.7374673562371399
ZNF200,236.670347453794,0.478390230661392,0.352234174143186,1.35815961590065,0.174413041786839,0.570526958768341,Het-Tx,4,2.239195115330696
KCNT2,208.020788857561,-1.11055047436943,0.817780827862947,-1.35800502595734,0.174462089371249,0.570537541131747,Tx-Het,-4,-2.555275237184715
AQP3,3771.25003473292,-0.551315645505879,0.406290850532329,-1.35694821772023,0.174797664494186,0.570926546087672,Tx-ReprPCWk,-2,-1.2756578227529394
RPIA,287.344016000934,0.309919361690037,0.228493568709433,1.35635923339335,0.174984897444941,0.571231330198284,Het-Tx,4,2.1549596808450184
ASH1L,1447.07593095838,0.557558790358461,0.41282565538843,1.35059142541384,0.176826349048573,0.57400086605192,Het-Tx,4,2.2787793951792303
FXYD6,215.705128547576,-0.541550031017803,0.404293711866192,-1.33949654699808,0.180409077806151,0.577957238467079,Tx-ReprPC,-3,-1.7707750155089015
MEIS1,156.287364910954,-0.564476170178949,0.421262526365022,-1.33996293249648,0.180257396248361,0.577957238467079,Tx-ReprPC,-3,-1.7822380850894746
ACSL5,9281.00089969069,0.893353036257874,0.668123402574067,1.33710783489408,0.181187440100183,0.578033146267404,ReprPCWk-Tx,2,1.446676518128937
MFAP3L,2260.45405958788,-0.986685309656957,0.743788953805205,-1.32656623173697,0.184652212421067,0.581902304505133,Tx-ReprPCWk,-2,-1.4933426548284785
BCOR,1039.13407350692,0.53761976979625,0.405409059212017,1.32611681357394,0.184801007717439,0.582124256834899,Het-Tx,4,2.268809884898125
PPP1R13L,450.570895856331,0.51623946407154,0.389365284886111,1.32584871869751,0.184889811960937,0.582231366373167,ReprPCWk-Tx,2,1.25811973203577
PIK3C2B,622.642403564569,0.459906289253714,0.348454640105193,1.31984550159779,0.1868866062594,0.583942268175786,ReprPCWk-Tx,2,1.229953144626857
IQGAP3,404.982884879793,1.4727797436062,1.11842080195661,1.31683865413596,0.187892713013325,0.584938082211208,ReprPCWk-Tx,2,1.7363898718031
FDXR,1555.71374018227,0.697862239934557,0.531212268209705,1.31371634598443,0.188941678065247,0.586305652816174,ReprPCWk-Tx,2,1.3489311199672784
ZNF563,379.690618708736,0.780495315489372,0.595233956270169,1.31124124769373,0.189776270850327,0.587181214926053,Het-Tx,4,2.390247657744686
ZNF189,781.926745280864,0.671572962722033,0.514313805738016,1.30576499255811,0.191632488373566,0.589570555758695,Het-Tx,4,2.3357864813610165
ZAP70,142.821474481658,-0.637685148379253,0.489003443371986,-1.30405042545716,0.192216390033072,0.589916889455916,Tx-ReprPCWk,-2,-1.3188425741896266
MYOF,399.86806374159,0.566543982759952,0.435300041386954,1.30150224878185,0.193086595277375,0.59036925232037,ReprPCWk-Tx,2,1.283271991379976
IL21R,26.189796749246,-0.83519055702321,0.64215709128914,-1.30060162591454,0.193394850226559,0.59078874037317,Tx-ReprPCWk,-2,-1.417595278511605
ZNF530,46.8407834923455,0.5116115860846,0.393530958844795,1.30005422594052,0.193582384580128,0.590989607950972,Het-Tx,4,2.2558057930423
EVI5,1070.78886822374,-0.500573032969287,0.388005648244128,-1.2901179022382,0.197009725025546,0.595116258511856,Tx-Het,-4,-2.2502865164846435
CCSAP,206.583946006812,0.518442358060623,0.402036817977934,1.28953950204899,0.197210592551144,0.595116258511856,Het-Tx,4,2.2592211790303116
ZNF2,108.522494158001,0.404251713888796,0.314617539241924,1.28489884849664,0.198827633399926,0.596120651198666,Het-Tx,4,2.2021258569443978
FAM227B,109.104648442423,-0.447951587466081,0.350867195003416,-1.27669840282937,0.201708745555006,0.598802718482564,Tx-Het,-4,-2.2239757937330404
MAOB,16931.3680367642,-0.375216035888552,0.294956674212158,-1.27210559615499,0.2033356031216,0.5996514599553,Tx-ReprPCWk,-2,-1.187608017944276
MELTF,163.906570450579,1.11499630868081,0.888517314519638,1.25489542011189,0.209516726801358,0.606355983219559,ReprPCWk-Tx,2,1.557498154340405
TCFL5,345.654687423773,0.543144226714881,0.43534016797533,1.24763177549392,0.212165936349131,0.609632829283562,ReprPCWk-Tx,2,1.2715721133574405
VGLL4,507.35165937851,0.538946579259481,0.432078835220622,1.24733390142632,0.212275091769164,0.609800210281403,Het-Tx,4,2.2694732896297403
RBL1,129.240153995154,0.553943883478104,0.447337126808267,1.23831412659725,0.215599607766606,0.612554034727998,Het-Tx,4,2.276971941739052
TSPEAR,14.8893133947168,0.910350048636591,0.737833970991268,1.23381422437564,0.217272137746004,0.614445943008171,ReprPC-Tx,3,1.9551750243182955
PHF6,547.201398484567,0.497021810455951,0.406612779026973,1.22234675369851,0.221576525793195,0.618029587906693,ReprPCWk-Tx,2,1.2485109052279755
ITIH1,102963.08874224,-0.497273534957896,0.407565473474954,-1.22010711731315,0.222424270841295,0.61804064004443,Tx-ReprPCWk,-2,-1.248636767478948
SLC35C2,2175.77904765656,0.36053346455207,0.295442858727303,1.22031538046024,0.222345341478345,0.61804064004443,ReprPCWk-Tx,2,1.180266732276035
PELI2,132.467446643622,-0.920969847378255,0.754695575103874,-1.22031965968728,0.222343719910288,0.61804064004443,Tx-ReprPCWk,-2,-1.4604849236891275
TNFRSF10D,693.034171960851,1.02030543933847,0.842075771583941,1.21165514288492,0.225644416789814,0.621859683217529,ReprPCWk-Tx,2,1.510152719669235
CLCN4,538.20812023277,0.535963701898281,0.443793522153031,1.20768707776106,0.227167650407566,0.624039309294234,ReprPCWk-Tx,2,1.2679818509491405
ZNF234,158.349008389434,0.488836947686151,0.408261161222857,1.19736334022552,0.231164966055743,0.629758672058544,Het-Tx,4,2.2444184738430755
PROS1,13323.8367435205,-0.338630093949006,0.283145057477007,-1.19595975633975,0.231712264040096,0.629886818184108,Tx-Het,-4,-2.169315046974503
FRMD7,24.162881702058,1.87885199235022,1.5711529401331,1.19584283894797,0.231757894995053,0.629926068563268,ReprPCWk-Tx,2,1.93942599617511
CEP295,139.111729629314,0.661036836756095,0.557164840972967,1.18642955934143,0.235452704091029,0.633689902967262,Het-Tx,4,2.3305184183780474
MAP4K1,109.499501681286,-0.561200115861083,0.47370103579512,-1.18471371910575,0.23613065631152,0.634158056259004,Tx-ReprPCWk,-2,-1.2806000579305414
CHDH,4022.75601061608,0.395925164113559,0.335300361420142,1.18080744809413,0.237679224594068,0.635464535241129,ReprPCWk-Tx,2,1.1979625820567794
ZNF726,31.3288661906845,-0.805056431250997,0.682085864115857,-1.18028605136765,0.237886463976261,0.635549297526206,Tx-Het,-4,-2.4025282156254986
SDC3,2541.02218105353,-0.580436140583395,0.492243866417352,-1.17916378482869,0.238332963726792,0.63590436392206,Tx-ReprPCWk,-2,-1.2902180702916974
HDAC8,270.691657831121,0.438441272531644,0.372735215855924,1.17628078561033,0.239482691319462,0.636333048652165,Het-Tx,4,2.219220636265822
PRRG4,2101.69120195629,-0.638589695636165,0.547552121361464,-1.16626284644527,0.243508189888304,0.638773289882254,Tx-ReprPCWk,-2,-1.3192948478180826
SHROOM1,2791.149761594,0.443440932444263,0.379814287242536,1.16752041020799,0.243000270758457,0.638773289882254,ReprPCWk-Tx,2,1.2217204662221315
ATR,553.539351175708,0.313640379030807,0.269460317486182,1.16395757993899,0.244441203128521,0.639756278628821,Het-Tx,4,2.1568201895154036
ZNF66,7.94147308843148,-1.00998995492525,0.869363888706068,-1.1617574275238,0.245334011392636,0.640674213073752,Tx-Het,-4,-2.504994977462625
MOSPD2,397.747968369906,0.345742056987772,0.298125610518989,1.15971940949954,0.246163065090411,0.641453303161401,ReprPC-Tx,3,1.672871028493886
RAP1B,1134.68155834426,-0.346445705827521,0.298937483698879,-1.15892360349329,0.246487326796348,0.641801387912873,Tx-Het,-4,-2.1732228529137605
BTD,4384.6494298175,-0.307397763900631,0.268111921110118,-1.14652777328158,0.251576842292999,0.64722047451782,Tx-Het,-4,-2.1536988819503153
C19orf25,715.404156019063,0.528411658311766,0.462001346513245,1.14374484468438,0.252729469644717,0.648084817492723,ReprPCWk-Tx,2,1.264205829155883
PPP1R9A,186.724263259407,0.708943483597474,0.619703728394057,1.14400390237232,0.252622018623489,0.648084817492723,Het-Tx,4,2.354471741798737
RRM2,422.062015851208,0.904664743895409,0.793070288657462,1.14071193541604,0.253989818094338,0.64948514214654,ReprPCWk-Tx,2,1.4523323719477044
SNX29,381.530141633304,0.283515816970553,0.248705479179929,1.13996610732263,0.254300421615826,0.649577667745873,Het-Tx,4,2.1417579084852765
TNNC2,10.0419927110898,0.715459568567916,0.627527777272818,1.14012414187822,0.254234585344663,0.649577667745873,ReprPCWk-Tx,2,1.357729784283958
ZSCAN32,300.826006780619,0.294660529596736,0.258900980825759,1.13812056121581,0.25507014355866,0.650449797159411,Het-Tx,4,2.147330264798368
ZNF90,3.73162401773512,-0.81553686002521,0.717996873821155,-1.13585015445116,0.256019282450752,0.651061615825575,Tx-Het,-4,-2.407768430012605
FTCDNL1,234.855470669963,-0.443378380807881,0.391201060964152,-1.13337724523327,0.25705586560451,0.65131862664205,Tx-Het,-4,-2.2216891904039406
LRIF1,323.235021799333,-0.258412996486179,0.229893700351984,-1.12405427417337,0.260990001911047,0.653899461054553,Tx-Het,-4,-2.1292064982430894
KIAA0825,44.0971448617259,-0.509378033428137,0.453748389100107,-1.12260020236845,0.261607329406311,0.653899461054553,Tx-Het,-4,-2.2546890167140683
RFX1,485.643713401803,0.261815294192468,0.23413757198623,1.11821136595653,0.263476731099282,0.655284801052956,Het-Tx,4,2.130907647096234
USP43,105.126164650411,-1.13793939267263,1.02936085370807,-1.10548151172976,0.268951001199181,0.65989756974259,Tx-ReprPCWk,-2,-1.568969696336315
DRD4,16.516491851107,0.481084656862334,0.441819709752569,1.08887097212516,0.276210788616396,0.666275543782591,ReprPCWk-Tx,2,1.240542328431167
ITGB5,5924.29661127567,0.443181609026554,0.409315001873458,1.0827397163507,0.27892397000648,0.668114052221665,ReprPCWk-Tx,2,1.221590804513277
ZSCAN9,157.518927261505,0.333663482310418,0.308611942471827,1.08117488791244,0.279619326278475,0.669017303144688,Het-Tx,4,2.166831741155209
ZNF559,162.354747935833,-0.58908393091225,0.545580956915964,-1.07973697293651,0.280259324605866,0.669776998834123,Tx-Het,-4,-2.294541965456125
AKT3,329.387665570852,-0.434414632611627,0.402661835089717,-1.07885723144046,0.280651377061061,0.669778378341415,Tx-Het,-4,-2.2172073163058137
CYP1A2,29428.7775266398,-1.38389921016397,1.28536465670904,-1.07665883213812,0.281632710478638,0.669914321332873,Tx-ReprPCWk,-2,-1.691949605081985
CAVIN1,2758.03582318826,0.350878742102477,0.325961804063805,1.07644128154903,0.281729948329925,0.669987789274946,ReprPCWk-Tx,2,1.1754393710512385
LRP5,8553.88954191689,0.429479187038908,0.399032984271865,1.07629996508334,0.281793124274258,0.670059124540051,Het-Tx,4,2.214739593519454
SLC35D2,358.075869231039,0.278044035152692,0.258567337872343,1.07532543530291,0.282229052342577,0.67054302494804,Het-Tx,4,2.139022017576346
SEPTIN9,6381.26839976195,0.339940233086149,0.316279506074245,1.07480954838202,0.282460004641024,0.670651090245952,ReprPCWk-Tx,2,1.1699701165430745
CREB5,71.3312253254577,-0.708863455712126,0.661885161944235,-1.07097650237376,0.284179995209607,0.672961421582787,Tx-ReprPCWk,-2,-1.354431727856063
HIBADH,6520.102862507,-0.405611460853757,0.379224669906566,-1.06958089238681,0.284807999676572,0.673551025223087,Tx-Het,-4,-2.2028057304268787
GSTM3,739.168557964339,0.74801683615901,0.703464178533103,1.06333322859283,0.287630861328703,0.676110152202966,ReprPCWk-Tx,2,1.3740084180795051
ZNF432,129.8056945051,0.313806894624447,0.295318218363155,1.0626059454231,0.287960689684404,0.676415936004367,Het-Tx,4,2.1569034473122235
ZNF880,47.2665435341964,-0.676268991320219,0.63743706878123,-1.06091883331046,0.288726789534517,0.677191312012066,Tx-Het,-4,-2.3381344956601096
MTHFD2L,326.454011944974,-0.526447907034666,0.496747886487507,-1.05978892181539,0.289240637824818,0.677713734873211,Tx-ReprPCWk,-2,-1.263223953517333
CDK6,1681.32728149927,0.803377524269201,0.758902901734667,1.05860383776749,0.289780238376411,0.678034053297603,Het-Tx,4,2.4016887621346004
CCDC92,1678.92034401486,-0.270794538138028,0.257434923862011,-1.05189511226992,0.292847674657799,0.680423202889566,Tx-ReprPCWk,-2,-1.135397269069014
FLRT2,195.308621711277,-0.763357374104841,0.725820767292391,-1.05171608268041,0.292929830029952,0.680423202889566,Tx-Het,-4,-2.3816786870524203
ZNF37A,444.583056938853,0.325072555568087,0.309982999367301,1.04867865731858,0.294326040368171,0.681625200506638,Het-Tx,4,2.1625362777840436
CLEC2B,222.135012410214,-0.538133534670305,0.517767149440028,-1.03933502782535,0.298648949580335,0.68466607323719,Tx-ReprPCWk,-2,-1.2690667673351526
ANKRD11,1711.67480956253,0.258418208933931,0.250026577680588,1.03356295691118,0.301340524300681,0.68738708058913,Het-Tx,4,2.1292091044669657
ZNF778,116.834457033254,0.375523487615762,0.365057392392869,1.02866972547602,0.303634900886151,0.68913315614698,Het-Tx,4,2.187761743807881
STS,1392.80283443615,-0.555086534849732,0.540179022437434,-1.0275973553083,0.304139268779736,0.689193506845463,Tx-Het,-4,-2.277543267424866
CBX2,54.6810351487489,0.468659872489927,0.458136254164544,1.02297049890665,0.306321794518721,0.690806101653329,ReprPC-Tx,3,1.7343299362449636
BRSK1,22.8557848225424,0.573224864249674,0.561312672765136,1.02122202484019,0.307149259670152,0.691590957636161,Het-Tx,4,2.286612432124837
CAMSAP3,1887.92472349081,0.386991386698474,0.380050696572906,1.01826253757237,0.308553206641043,0.692111722523771,ReprPC-Tx,3,1.693495693349237
TCAIM,2233.29792615784,-0.232295811070255,0.22786884468271,-1.01942769488172,0.307999963627708,0.692111722523771,Tx-Het,-4,-2.1161479055351275
NCOA1,1520.09238227585,-0.359018298616086,0.353418490831495,-1.01584469383992,0.309703349029142,0.692689939451779,Tx-Het,-4,-2.179509149308043
AKR7A3,5929.39439521194,-0.956912630167922,0.942668032091955,-1.01511093788166,0.31005294829443,0.692874403101852,Tx-ReprPCWk,-2,-1.4784563150839611
ZNF419,156.583780266106,0.448595641390228,0.444484806072372,1.00924853957142,0.31285545300981,0.694779795867476,Het-Tx,4,2.224297820695114
GINS1,106.750688986212,0.601039189268198,0.596015792288814,1.00842829509616,0.31324889498867,0.69502651538165,Het-Tx,4,2.300519594634099
NR3C1,3506.05185191074,-0.351838527397374,0.351824116658896,-1.00004096006441,0.317290685995954,0.698820343139485,Tx-Het,-4,-2.175919263698687
DCBLD2,1012.71507361537,-0.374683357007793,0.374833850827023,-0.999598505260669,0.317504846814049,0.69883679880789,Tx-Het,-4,-2.1873416785038966
GLCCI1,310.522326787958,-0.484395842810321,0.484627943353504,-0.999521074782488,0.317542335127327,0.69883679880789,Tx-Het,-4,-2.2421979214051606
LPCAT2,240.419725748509,0.374096751613249,0.375298906746821,0.996796806193782,0.318863148839453,0.699373778846438,ReprPCWk-Tx,2,1.1870483758066246
NOL4L,391.196742128997,0.288395266775249,0.289208509349745,0.997188040641252,0.318673244837551,0.699373778846438,ReprPCWk-Tx,2,1.1441976333876245
EDA2R,40.3798585888236,0.771601022636465,0.776256195327464,0.99400304600592,0.3202213845202,0.701091810536148,ReprPCWk-Tx,2,1.3858005113182326
